song_name,artist_name,spotify_id
X Gon' Give It To Ya,DMX,66orjI5vOkyxOZLHWrPklh
Ruff Ryders' Anthem,DMX,1BKT2I9x4RGKaKqW4up34s
Hard Knock Life,Jay-Z,5Tl0HJvynZtKdSUMKbFVVX
99 Problems,Jay-Z,7sLpSWxQazJzDVG6YGzlVs
Empire State of Mind,Jay-Z,2igwFfvr1OAGX9SKDCPBwO
Big Pimpin',Jay-Z,39lMIe4qlccsam5GRY4NRn
m.A.A.d city,Kendrick Lamar,0nfQguNoAfKFjsQHr6qnxc
Poetic Justice,Kendrick Lamar,5J6CXHvsfRGyyCnQZmVPoE
A Lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d
Red Opps,21 Savage,3cqZH3cqvfbV8wVbvHyPbG
Bank Account,21 Savage,5eqK0tbzUPo2SoeZsov04s
Mask Off,Future,0VgkVdmE4gld66l8iyGjgx
Life Is Good,Future,1K5KBOgreBi5fkEHvg5ap3
Codeine Crazy,Future,0joQFwiBKmi6X1Iq5R1ubH
XO TOUR Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR
All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1
Old Town Road,Lil Nas X,2YpeDb67231RjR0MgVLzsG
Rockstar,Post Malone,0e7ipj03S05BNilyu5bRzt
Congratulations,Post Malone,3a1lNhkSLSkpJE4MSHpDu9
White Iverson,Post Malone,6eT7xZZlB2mwyzJ2sUKG6w
Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr
Magnolia,Playboi Carti,1e1JKLEDKP7hEQzJfNAgPl
Sky,Playboi Carti,29TPjc8wxfz4XMn21O7VsZ
Bodak Yellow,Cardi B,6KBYefIoo7KydImq1uUQlL
WAP,Cardi B,4Oun2ylbjFKMPTiaSbbCih
Savage,Megan Thee Stallion,55CHeLEfn5iJ0IIkgaa4si
Paper Planes,M.I.A.,1ixbwbeBi5ufN4noUKmW5a
Super Bass,Nicki Minaj,3hlksXnvbKogFdPbpO9vel
Starships,Nicki Minaj,2EBCVPNAG46nbgs6jXPGvv
Anaconda,Nicki Minaj,5eqiMMbaeUZ32Q7sS00H35
Monster,Kanye West,1ZHYJ2Wwgxes4m8Ba88PeK
First Class,Jack Harlow,0wHFktze2PHC5jDt3B17DC
Industry Baby,Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk
Suicide Doors,Lil Uzi Vert,3fDTzkvrOo5xQIO480Qmsb
Pushin P,Gunna,3XOalgusokruzA5ZBA2Qcb
Drip Too Hard,Lil Baby,78QR3Wp35dqAhFEc2qAGjE
The Bigger Picture,Lil Baby,3HNWVQHXpW70ubsDhvnegu
Freestyle,Lil Baby,5BbdKBZO0TH0GhfxUfyhL9
No Role Modelz,J. Cole,68Dni7IE4VyPkTOH9mRWHr
Power Trip,J. Cole,2uwnP6tZVVmTovzX5ELooy
Wet Dreamz,J. Cole,4tqcoej1zPvwePZCzuAjJd
Middle Child,J. Cole,2JvzF1RMd7lE3KmFlsyZD8
Work,A$AP Ferg,7xVLFuuYdAvcTfcP3IG3dS
Plain Jane,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9
Praise The Lord (Da Shine),A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z
LSD,A$AP Rocky,4S7YHmlWwfwArgd8LfSPud
Peso,A$AP Rocky,3tTpvK7QgjjQCKGnHt5xn3
Fuckin' Problems,A$AP Rocky,4X5f3vT8MRuXF68pfjNte5
Black and Yellow,Wiz Khalifa,5A6OHHy73AR5tLxgTc98zz
See You Again,Wiz Khalifa,2JzZzZUQj3Qff7wapcbKjc
Young Wild & Free,Wiz Khalifa,6YbhspuOar1D9WSSnfe7ds
Started From the Bottom,Drake,3dgQqOiQ9fCKVhNOedd2lf
Energy,Drake,79XrkTOfV1AqySNjVlygpW
Worst Behavior,Drake,3X37NtwadSS0RM20dh2IgP
0 to 100 / The Catch Up,Drake,4jtyUzZm9WLc2AdaJ1dso7
Bound 2,Kanye West,3sNVsP50132BTNlImLx70i
Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5
Black Skinhead,Kanye West,722tgOgdIbNe3BEyLnejw4
Father Stretch My Hands Pt. 1,Kanye West,4KW1lqgSr8TKrvBII0Brf8
Touch The Sky,Kanye West,2dxjKgT0li4qBI3QwuN9Ih
Flashing Lights,Kanye West,5TRPicyLGbAF2LGBFbHGvO
Mass Appeal,Gang Starr,3lGBvPUgO7MJltUnBlOpe9
Full Clip,Gang Starr,30oTS7bm0aH3p7lqjEIu8q
Shook Ones Pt. II,Mobb Deep,33ZXjLCpiINn8eQIDYEPTD
Survival of the Fittest,Mobb Deep,7N1Vjtzr1lmmCW9iasQ8YO
Regulate,Warren G,7nYvUtkQMx1v80S2FH2s9J
Summertime,DJ Jazzy Jeff & The Fresh Prince,20XdEFyaUR9C7aDIdq2OAd
Parents Just Don't Understand,DJ Jazzy Jeff & The Fresh Prince,4R11j2BjqkwcEmVxEzDQNG
It Was a Good Day,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA
Check Yo Self,Ice Cube,3NGT0Td7H4Is1qrlDQJxma
You Know How We Do It,Ice Cube,2Ih217RCGAmyQR68Nn7Cqo
I Got 5 On It,Luniz,4IYKjN1DrYzxKXt0umJqsG
Put Your Hands Where My Eyes Could See,Busta Rhymes,1NHwvBmrUje4L1dxfWnXCH
Break Ya Neck,Busta Rhymes,7gKgd0P3dAAePiSQQBqrlf
Ghetto Gospel,2Pac,7jLbTp3qZzah9kMIdW8e5M
Hail Mary,2Pac,2zoobJFEB9h15fjYjRd6oP
Brenda's Got a Baby,2Pac,791YTMSeD7SPGWHLIe61ew
Changes,2Pac,1ofhfV90EnYhEr7Un2fWiv
Thug 4 Life,2Pac,4i0bvKEhJI5MUCD0dGjIV1
Victory,Puff Daddy,2B9aYvlGefTIgKLhM6ia8t
It's All About the Benjamins,Puff Daddy,3GMR3hyv8BccozoebVMve3
Mo Money Mo Problems,The Notorious B.I.G.,4INDiWSKvqSKDEu7mh8HFz
Hypnotize,The Notorious B.I.G.,7KwZNVEaqikRSBSpyhXK2j
Dead Wrong,The Notorious B.I.G.,6s4kWgzQwsueo3mfllY1s6
Get Ur Freak On,Missy Elliott,6zsk6uF3MxfIeHPlubKBvR
Work It,Missy Elliott,3jagJCUbdqhDSPuxP8cAqF
Lose Control,Missy Elliott,0UaMYEvWZi0ZqiDOoHU3YI
Killing Me Softly With His Song,Fugees,0Q0IVlqMV64kNLlwjPj0Hl
Ready or Not,Fugees,3vZO25GdYuqFrR1kzZADnp
Fu-Gee-La,Fugees,1rJM37Dd4OcSJvzI84yCcP
Doo Wop (That Thing),Lauryn Hill,0uEp9E98JB5awlA084uaIg
Concrete Schoolyard,Jurassic 5,3J0OszMlEDocWzllz5SnGQ
What's Golden,Jurassic 5,3ptikEjKbpbXvJtOosLMuH
Passin' Me By,The Pharcyde,4G3dZN9o3o2X4VKwt4CLts
Runnin',The Pharcyde,0XgpiStoxq1IJncYlPrvZ5
Award Tour,A Tribe Called Quest,5YTM7OgQDt9EJAYcfHLniJ
Can I Kick It?,A Tribe Called Quest,1gSDTZHemEViEBiXysrlo0
Electric Relaxation,A Tribe Called Quest,0eEXcw3JLVXcRxYrVYMy68
Scenario,A Tribe Called Quest,0301nLjG0ti26rx5ZmfqtP
Bonita Applebum,A Tribe Called Quest,5N5fp1lYSORdZbWanACki9
The Choice Is Yours,Black Sheep,4k9EkhkFZY8Bk41Qi0Ob7P
Insane in the Brain,Cypress Hill,1oTHteQbmJw15rPxPVXUTv
Hits from the Bong,Cypress Hill,0cfqYhY6B8PbGF9vaVNUeG
How I Could Just Kill a Man,Cypress Hill,6l4wMAXzI8RxIysQMYZY0w
Jump Around,House of Pain,7L93GESzq43UkKUt5FsOCq
O.P.P.,Naughty By Nature,1k28sDTLOz942qa3wEtMQE
Hip Hop Hooray,Naughty By Nature,1SyQ6t9RdRBK0QUCS6a797
Slam,Onyx,0W2mz7mvaBaEsC4rmoRNPn
Method Man,Wu-Tang Clan,5XLC8xoqyua4U7wJiZAWik
Da Rockwilder,Method Man & Redman,4anqYZt4APNlFwQixpbdZR
Shimmy Shimmy Ya,Ol' Dirty Bastard,3ABG1UQTk0eLYUAeWkmfMi
Ice Ice Baby,Vanilla Ice,3XVozq1aeqsJwpXrEZrDJ9
U Can't Touch This,MC Hammer,1B75hgRqe7A4fwee3g3Wmu
Wild Thing,Tone-Loc,0gljI0CtjpdZK6ecidfxto
Brass Monkey,Beastie Boys,2tY1gxCKslfXLFpFofYmJQ
Intergalactic,Beastie Boys,5fpizYGbi5IQoEraj6FP0R
No Sleep Till Brooklyn,Beastie Boys,5qxChyzKLEyoPJ5qGrdurN
Sabotage,Beastie Boys,0Puj4YlTm6xNzDDADXHMI9
Paul Revere,Beastie Boys,3gKwVWwKmeuFtPubICbOGc
Walk This Way,Run-D.M.C.,6qUEOWqOzu1rLPUPQ1ECpx
It's Tricky,Run-D.M.C.,6jBCehpNMkwFVF3dz4nLIW
King of Rock,Run-D.M.C.,7112WRQXlBGe4Os43yw8gV
The Bridge Is Over,KRS-One,
Sound of da Police,KRS-One,3Y6XWs8xMlCngyIxNOFnsp
Mama Said Knock You Out,LL Cool J,6C7ZgThn6Yan5MTZdAEEFw
Going Back to Cali,LL Cool J,4Fkr6zTAxsXbG9kG8ISqos
I Need Love,LL Cool J,3UP7dzy4ISy8S3HOReCd1q
Children's Story,Slick Rick,15HgR9Ht4obJOcMG4wregp
La Di Da Di,Slick Rick,0WYu233HGAjMAu9UK5iHtS
The Humpty Dance,Digital Underground,0YEC3pNS0uIKvZb5u4lgsu
I Move It,Snoop Dogg,
