song_name,artist_name,spotify_id
Alright,Kendrick Lamar,3iVcZ5G6tvkXZkZKlMpIUs
Money Trees,Kendrick Lamar,74tLlkN3rgVzRqQJgPfink
King Kunta,Kendrick Lamar,0N3W5peJUQtI4eyR6GJT5O
Swimming Pools (Drank),Kendrick Lamar,6REbwUNlppTfcnV4d4ZoZi
SICKO MODE,Travis Scott,2xLMifQCjDGFmkHkpNLD9h
Goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2
Antidote,Travis Scott,1wHZx0LgzFHyeIZkUydNXq
Highest in the Room,Travis Scott,3eekarcy7kvN4yt5ZFzltW
God's Plan,Drake,6DCZcSspjsKoFjzjrWoCdn
Hotline Bling,Drake,0wwPcA6wtMf6HUMpIRdeP7
Nice For What,Drake,3CA9pLiwRIGtUBiMjbZmRw
In My Feelings,Drake,2G7V7zsVDxg1yRsu7Ew9RJ
Started From the Bottom,Drake,3dgQqOiQ9fCKVhNOedd2lf
Power,Kanye West,2gZUPNdnz5Y45eiGxpHGSc
Stronger,Kanye West,0j2T0R9dR9qdJYsB7ciXhf
Gold Digger,Kanye West,1PS1QMdUqOal0ai3Gt7sDQ
Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5
Can't Tell Me Nothing,Kanye West,0mEdbdeRFQwBhN4xfyIeUM
Bound 2,Kanye West,3sNVsP50132BTNlImLx70i
Savage Mode,21 Savage,5SWnsxjhdcEDc7LJjq9UHk
Bank Account,21 Savage,5eqK0tbzUPo2SoeZsov04s
A Lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d
Runnin,21 Savage,5SWnsxjhdcEDc7LJjq9UHk
Mask Off,Future,0VgkVdmE4gld66l8iyGjgx
Life Is Good,Future,1K5KBOgreBi5fkEHvg5ap3
March Madness,Future,3WcC6NH9J77xPEvj1SOL7z
Codeine Crazy,Future,0joQFwiBKmi6X1Iq5R1ubH
XO TOUR Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO
Money Longer,Lil Uzi Vert,0B8QzDH7YWih85V5SEMnyJ
Just Wanna Rock,Lil Uzi Vert,4Ls53fBNVfaXTROBi6X8Hw
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR
All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1
Robbery,Juice WRLD,6iaSML1PIYq936g62BDtBq
Old Town Road,Lil Nas X,2YpeDb67231RjR0MgVLzsG
Industry Baby,Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk
Rockstar,Post Malone,0e7ipj03S05BNilyu5bRzt
White Iverson,Post Malone,6eT7xZZlB2mwyzJ2sUKG6w
Congratulations,Post Malone,3a1lNhkSLSkpJE4MSHpDu9
Magnolia,Playboi Carti,1e1JKLEDKP7hEQzJfNAgPl
Sky,Playboi Carti,29TPjc8wxfz4XMn21O7VsZ
Wokeuplikethis*,Playboi Carti,59J5nzL1KniFHnU120dQzt
Bodak Yellow,Cardi B,6KBYefIoo7KydImq1uUQlL
WAP,Cardi B,4Oun2ylbjFKMPTiaSbbCih
Money,Cardi B,2GGMabyHXnJmjY6CXhhB2e
Savage,Megan Thee Stallion,55CHeLEfn5iJ0IIkgaa4si
First Class,Jack Harlow,0wHFktze2PHC5jDt3B17DC
Whats Poppin,Jack Harlow,1jaTQ3nqY3oAAYyCTbIvnM
Drip Too Hard,Lil Baby,78QR3Wp35dqAhFEc2qAGjE
Freestyle,Lil Baby,5BbdKBZO0TH0GhfxUfyhL9
The Bigger Picture,Lil Baby,3HNWVQHXpW70ubsDhvnegu
No Role Modelz,J. Cole,68Dni7IE4VyPkTOH9mRWHr
Middle Child,J. Cole,2JvzF1RMd7lE3KmFlsyZD8
Wet Dreamz,J. Cole,4tqcoej1zPvwePZCzuAjJd
Power Trip,J. Cole,2uwnP6tZVVmTovzX5ELooy
Work,A$AP Ferg,7xVLFuuYdAvcTfcP3IG3dS
Plain Jane,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9
Praise The Lord (Da Shine),A$AP Rocky,7ycWLEP1GsNjVvcjawXz3z
LSD,A$AP Rocky,4S7YHmlWwfwArgd8LfSPud
Peso,A$AP Rocky,3tTpvK7QgjjQCKGnHt5xn3
Fuckin' Problems,A$AP Rocky,4X5f3vT8MRuXF68pfjNte5
Black and Yellow,Wiz Khalifa,5A6OHHy73AR5tLxgTc98zz
See You Again,Wiz Khalifa,2JzZzZUQj3Qff7wapcbKjc
Young Wild & Free,Wiz Khalifa,6YbhspuOar1D9WSSnfe7ds
The Message,Grandmaster Flash,0yd8AwPHpPb8kuSivoN1wL
Rapper's Delight,The Sugarhill Gang,2XbwFs07dfm2MGQuYmRMZT
Fight the Power,Public Enemy,1yo16b3u0lptm6Cs7lx4AD
Straight Outta Compton,N.W.A.,6KIKRz9eSTXdNsGUnomdtW
Fuck Tha Police,N.W.A.,5n8Aro6j1bEGIy7Tpo7FV7
Express Yourself,N.W.A.,52IuMfbQa9aqRPz2oYPAI8
Gin and Juice,Snoop Dogg,39QBkWKnap8wRSW4WB9OK0
Drop It Like It's Hot,Snoop Dogg,2NBQmPrOEEjA8VbeWOQGxO
Murder Was the Case,Snoop Dogg,1z9EbieFSoVLz7A3Q2DCiu
X Gon' Give It To Ya,DMX,66orjI5vOkyxOZLHWrPklh
Ruff Ryders' Anthem,DMX,1BKT2I9x4RGKaKqW4up34s
Party Up,DMX,0LWkaEyQRkF0XAms8Bg1fC
Hard Knock Life,Jay-Z,5Tl0HJvynZtKdSUMKbFVVX
99 Problems,Jay-Z,7sLpSWxQazJzDVG6YGzlVs
Big Pimpin',Jay-Z,39lMIe4qlccsam5GRY4NRn
Empire State of Mind,Jay-Z,2igwFfvr1OAGX9SKDCPBwO
The Story of O.J.,Jay-Z,6JpN5w95em8SODPiM7W2PH
Shook Ones Pt. II,Mobb Deep,33ZXjLCpiINn8eQIDYEPTD
Survival of the Fittest,Mobb Deep,7N1Vjtzr1lmmCW9iasQ8YO
Regulate,Warren G,7nYvUtkQMx1v80S2FH2s9J
It Was a Good Day,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA
Check Yo Self,Ice Cube,3NGT0Td7H4Is1qrlDQJxma
You Know How We Do It,Ice Cube,2Ih217RCGAmyQR68Nn7Cqo
Put Your Hands Where My Eyes Could See,Busta Rhymes,1NHwvBmrUje4L1dxfWnXCH
Break Ya Neck,Busta Rhymes,7gKgd0P3dAAePiSQQBqrlf
Touch It,Busta Rhymes,3HVJbdz0V402U5YggQK4Ao
Get Ur Freak On,Missy Elliott,6zsk6uF3MxfIeHPlubKBvR
Work It,Missy Elliott,3jagJCUbdqhDSPuxP8cAqF
Lose Control,Missy Elliott,0UaMYEvWZi0ZqiDOoHU3YI
Doo Wop (That Thing),Lauryn Hill,0uEp9E98JB5awlA084uaIg
Ready or Not,Fugees,3vZO25GdYuqFrR1kzZADnp
Fu-Gee-La,Fugees,1rJM37Dd4OcSJvzI84yCcP
The Seed (2.0),The Roots,6HxweNytuEQdmGeVtZPZz3
You Got Me,The Roots,4pdLZsxq0y5oJDb6Cxlokw
Award Tour,A Tribe Called Quest,5YTM7OgQDt9EJAYcfHLniJ
Can I Kick It?,A Tribe Called Quest,1gSDTZHemEViEBiXysrlo0
Electric Relaxation,A Tribe Called Quest,0eEXcw3JLVXcRxYrVYMy68
Scenario,A Tribe Called Quest,0301nLjG0ti26rx5ZmfqtP
The Choice Is Yours,Black Sheep,4k9EkhkFZY8Bk41Qi0Ob7P
Insane in the Brain,Cypress Hill,1oTHteQbmJw15rPxPVXUTv
Hits from the Bong,Cypress Hill,0cfqYhY6B8PbGF9vaVNUeG
Jump Around,House of Pain,7L93GESzq43UkKUt5FsOCq
O.P.P.,Naughty By Nature,1k28sDTLOz942qa3wEtMQE
Hip Hop Hooray,Naughty By Nature,1SyQ6t9RdRBK0QUCS6a797
Slam,Onyx,0W2mz7mvaBaEsC4rmoRNPn
Shimmy Shimmy Ya,Ol' Dirty Bastard,3ABG1UQTk0eLYUAeWkmfMi
Ice Ice Baby,Vanilla Ice,3XVozq1aeqsJwpXrEZrDJ9
U Can't Touch This,MC Hammer,1B75hgRqe7A4fwee3g3Wmu
Wild Thing,Tone-Loc,0gljI0CtjpdZK6ecidfxto
Brass Monkey,Beastie Boys,2tY1gxCKslfXLFpFofYmJQ
Intergalactic,Beastie Boys,5fpizYGbi5IQoEraj6FP0R
Sabotage,Beastie Boys,0Puj4YlTm6xNzDDADXHMI9
No Sleep Till Brooklyn,Beastie Boys,5qxChyzKLEyoPJ5qGrdurN
Walk This Way,Run-D.M.C.,6qUEOWqOzu1rLPUPQ1ECpx
It's Tricky,Run-D.M.C.,6jBCehpNMkwFVF3dz4nLIW
Sound of da Police,KRS-One,3Y6XWs8xMlCngyIxNOFnsp
Mama Said Knock You Out,LL Cool J,6C7ZgThn6Yan5MTZdAEEFw
Going Back to Cali,LL Cool J,4Fkr6zTAxsXbG9kG8ISqos
Children's Story,Slick Rick,15HgR9Ht4obJOcMG4wregp
The Humpty Dance,Digital Underground,0YEC3pNS0uIKvZb5u4lgsu
Thrift Shop,Macklemore & Ryan Lewis,6CjtS2JZH9RkDz5UVInsa9
Can't Hold Us,Macklemore & Ryan Lewis,22skzmqfdWrjJylampe0kt
Trap Queen,Fetty Wap,2d8JP84HNLKhmd6IYOoupQ
679,Fetty Wap,5NQbUaeTEOGdD6hHcre0dZ
Panda,Desiigner,5YEOzOojehCqxGQCcQiyR4
Bad and Boujee,Migos,0M9ydKzuF3oZTfYYPfaGX1
T-Shirt,Migos,1rkfJLgTlB6XYNjgZ0sVaK
Walk It Talk It,Migos,6n4U3TlzUGhdSFbUUhTvLP
Slippery,Migos,0TBgMKD86t1VP3IzhxCoUl
Hot,Young Thug,4ea9w8c4ROqiZpJVhfBA3m
The London,Young Thug ft. J. Cole,7DcvwMAiqKJQD1rrdfxSDx
Best Friend,Young Thug,4R7FlzdjFQFAoxad7OeW3C
Check,Young Thug,1jk9c0gZI0wbn5GvAj7PBV
Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr
Suge,DaBaby,2gwkD6igEhQbDQegRCcdoB
BOP,DaBaby,6Ozh9Ok6h4Oi1wUSLtBseN
Rockstar,DaBaby ft. Roddy Ricch,7ytR5pFWmSjzHJIeQkgog4
The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I
High Fashion,Roddy Ricch,07KXEDMj78x68D884wgVEm
Ballin',Mustard ft. Roddy Ricch,
Lemonade,Internet Money,1p0rEzrK7YtdRZVtiyV7RN
Mood,24kGoldn,4jPy3l0RUwlUI9T5XHBW2m
Blueberry Faygo,Lil Mosey,22LAwLoDA5b4AaGSkg6bKW
Ransom,Lil Tecca,1lOe9qE0vR9zwWQAOk6CoO
Did It Again,Lil Tecca,4guBZjUyrGoHsTahO3IHdj
Catch Up,Lil Tjay,
F.N,Lil Tjay,0RLLvYBopDwooCyvnTwgYu
Calling My Phone,Lil Tjay,3J8EOeKLTLXORtWPpOU5bE
Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep
Welcome To The Party,Pop Smoke,0fIffclhgJC5h8AdMMVvkp
For The Night,Pop Smoke,0PvFJmanyNQMseIFrU708S
The Woo,Pop Smoke,1H7KnK26kc1YyellpbINEn
What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y
Got It On Me,Pop Smoke,25zlnOAzbVoOzIeXSvQFf1
