song_name,artist_name,spotify_id
#3,Aphex Twin,7glKwbR1DyuIuE6XvZvJbQ
#20,Aphex Twin,0Pg0frSTti7d8Ck1OmOYkz
Alberto Balsalm,Aphex Twin,6gbmylJ7sB7NFfMfTQHosf
Xtal,Aphex Twin,7o2AeQZzfCERsRmOM86EcB
Tree Finger,Aphex Twin,
The Disintegration Loops 1.1,William Basinski,
Melancholia I,William Basinski,243SYVzBHECQf3paZxeHGd
A Meaningful Moment Through a Meaning(less) Process,Stars of the Lid,4TrCvd1PrqI14lZb7tEtYo
Requiem for Dying Mothers Part 1,Stars of the Lid,4iCjh6ybA5uiLSIAlcrFuV
Music for Nitrous Oxide,Stars of the Lid,
Photosynthesis,Carbon Based Lifeforms,1Ooxm7WoFLrzibkyRj8xin
Interloper,Carbon Based Lifeforms,4MzII8fszi8KkFl1ryv07L
Abiogenesis,Carbon Based Lifeforms,7B87dSMUgWM2Taj0EEXtjp
World of Sleepers,Carbon Based Lifeforms,2NFhUD4iI9o5mHck0cMXOT
Sol,Solar Fields,72c1iKsEgEcfJvsNkv02xF
Movements,Solar Fields,
Universal Data,Solar Fields,
Structures from Silence,Steve Roach,3v6UGvx3CJ0F0iEq5jWwl1
Quiet Friend,Steve Roach,3m1ngci5oStKN96zAt9Y9M
Immersion,Steve Roach,1PSMWyffP4KgjL3amWqDmR
Sea Island,Loscil,4aHjluM9xIKaw7CZvLBiB7
Monument Builders,Loscil,5JQkJfSaIFA9U5lnRwUxAt
Coastline,Loscil,
Staring at the Sun,Loscil,
In the Air,Tim Hecker,08PetOZf03tZyFxXJB3F5R
Live Room,Tim Hecker,16tcBvtiZHoWfjzTyL4wOx
The Piano Drop,Tim Hecker,27Wy3mCVRdW9ih3jFxRvtb
Ravedeath 1972,Tim Hecker,
Heavy Water/I'd Rather Be Sleeping,Grouper,6IUwiHsyKAZtfBy37Wu4ij
Invisible,Grouper,3pegwzmIu6j8rWq6G7z8Np
Holding,Grouper,3P4PFBvooKQCnKLml7ekdO
I Can Almost See You,Hammock,11n8LudggXuZXmldSlAadR
Everything and Nothing,Hammock,2GkQc5DLYWP1gpsyrorLVw
Like New Year's Day,Hammock,
Prelude for Time Feelers,Eluvium,5fUqvvy8ZzxxbxQSQTNomi
Indoor Swimming at Night,Eluvium,
Green,Hiroshi Yoshimura,7kMkCy1ieRxHbTVcne2eN5
Water Copy,Hiroshi Yoshimura,1G64LwiuAJRWIzuNEky20m
Crossing,Midori Takada,
Mr. Cloud,Moby,
Memory Gospel,Moby,5YKh3YV7d5SC7T6rdX73OM
My Weakness,Moby,0QLcNVDugoZgctXXVbWGRC
Olson,Boards of Canada,5DZ4M3yMat79ok25rZHuA9
Everything You Do is a Balloon,Boards of Canada,2IBgNoMfGUTBEM3HGAKwrR
Dayvan Cowboy,Boards of Canada,2J4lJMCuFCA0zlwFOjePD5
Telephasic Workshop,Boards of Canada,7AfbtT8GN1iv3Crb11NaVI
Over the Horizon Radar,Boards of Canada,3EdKuUmSqITYGp1t3JhSC6
Birth of a New Day,2814,
Shinjuku Golden Gai,2814,1bivf8GaSEUDXHVUZzwPqn
Substrata,Biosphere,
Poa Alpina,Biosphere,4K4kedXFAuW6gn8iwgGFTw
Chueca,Biosphere,
The Chill Air,Biosphere,
Plateau,Biosphere,2PJAh9IeZhEDWMa08xZVIf
First Light,Harold Budd,0r4FEHukFd50r43uTuYmHY
The Pearl,Harold Budd & Brian Eno,4dUIwKF5cQ4efJELwG8cpm
L'Enfant,Vangelis,6u6CKQx7QIiH4krd3MWfTa
Memories of Green,Vangelis,0rHCW5eZ35QmQNVYyozAnZ
Blade Runner Blues,Vangelis,575blCgesVtCu0HEYaIcas
Antarctica Echoes,Vangelis,0tahkaeFQhdXwUrJCECJ89
Zauberberg,Gas,5vHTC972zdXqtQLMHHfrxX
Pop 1,Gas,3T6hC2yWf0fsUxM7uWXkDn
K?nigsforst 1,Gas,
Ambient 1,Moby,6myHyB4Z4T2KOvfpjmrG8v
Blue Paper,Moby,5qvnlkHR0Gu15Be9CIzVP6
Sleep,Max Richter,4IDeKocJ0trKxtzksUX9mk
Dream 3,Max Richter,0bnSSnjn83WSf2voqAUZfU
Path 5,Max Richter,5AMfXWOMR5230Mh4ugh4oi
November,Max Richter,2NGhKPZdZk2pPZinWphTzh
Aisatsana [102],Aphex Twin,5ljMlD10En5rRGZU0cs2Np
Avril 14th,Aphex Twin,1uaGSDFsLdReQgg8p7Obwh
Flim,Aphex Twin,3JJ4BoL9WVHk4Yye2EGJC7
Pulsewidth,Aphex Twin,643gyipSU7dkmrFhJ8UAIm
Window Sill,Stars of the Lid,
Ballad of Distances,Stars of the Lid,3kXsjZ6svT6gwNIF1YDJ9r
Hiber,Loscil,
Bleeding,Loscil,5JouJgeeURjEUQzPzTyxiV
Ferment,Loscil,
The Mirrorpool,Lisa Gerrard,
Sanvean,Lisa Gerrard,1yezTVcnO0AD2gqvQ562ZT
Space Weaver,Lisa Gerrard,6wDcrVPItihXqeMcJQ4riR
Dead Gardens,Nightwish (Instrumental),7JKCcBarJXBoesTFui9Awc
Mladic,Godspeed You! Black Emperor,
The Dead Flag Blues,Godspeed You! Black Emperor,
Storm,Godspeed You! Black Emperor,
Peasantry or 'Light! Inside of Light!',Godspeed You! Black Emperor,
Dreaming,Moby,2agaX3C22fEKK4XGQlEpuf
Isolated,Chilly Gonzales,
Solitude,Ryuichi Sakamoto,4bT9hPHDjm5lgGlHeUyvEe
Merry Christmas Mr. Lawrence,Ryuichi Sakamoto,5VuwAhMCz9EMg3RHL1KUEr
Bibo no Aozora,Ryuichi Sakamoto,5YBYdzcznzNTHCfQCArAD3
Zure,Ryuichi Sakamoto,5ZJUC56dfmK9Ef76M7xk5K
Andata,Ryuichi Sakamoto,2DuFmqmY2DatBTiWz2tXcF
Full Moon,Ryuichi Sakamoto,71yg1OycE2UNPFn4pDbkxx
Silk Road,Kitaro,5kbWkdEVFDPBTtJsm0aRVY
Caravansary,Kitaro,3UlmW944PLBExAqG9bwdVE
Matsuri,Kitaro,25xg33MVkpViFsZnVpQT8S
The Field,The Necks,
Hanging Gardens,The Necks,
Open,The Necks,
Lower Your Eyelids to Die with the Sun,M83,5WMnCJcI1CGG33Uhn2tjMc
Wait,M83,01Q3OyB05mLgH01fpdAMPP
Outro,M83,1s9i7W8zx7Nxx78MUIsvjV
Gone,M83,5poCf1lc3EvlK5wtivfKLQ
Echoes,Pink Floyd,7kriFJLY2KOhw5en9iI2jb
Albatross,Fleetwood Mac,3iZ5twPwvFeOUQA4Deu8tP
Spiegel im Spiegel,Arvo P?rt,
Cantus in Memoriam Benjamin Britten,Arvo P?rt,
F?r Alina,Arvo P?rt,
The Blue Notebooks,Max Richter,56oReVXIfUO9xkX7pHmEU0
Vladimir's Blues,Max Richter,6a7vpKrVXdAyMItaQI9ZYS
On the Nature of Daylight,Max Richter,0TYg4wqjOJXuUoRkFFA3Xv
Rainy Night in Tallinn,Ludwig G?ransson,
Meeting Laura,Tom Tykwer,2jTCC2PvZCj1V29zczbZnU
The Cloud Atlas Sextet,Tom Tykwer,5inabnTJWReyBbSXJaFbaQ
Gymnop?die No. 1,Erik Satie,0eopqhi0iCdXKCGL0fUIdV
Gnossienne No. 1,Erik Satie,00rsV8c6uKXLNUn4pK4U0r
The Secret Life of Plants,Stevie Wonder,1eH0IlIt3QwY9ECkYD4osO
A Huge Ever Growing Pulsating Brain,The Orb,3sX6nwEUXjpejtqNvQAl3p
Little Fluffy Clouds,The Orb,7FVvHGA46aU7mkwx4iHMRE
Blue Room,The Orb,6yqPrme30dPVQqUSO8qSHA
Toxygene,The Orb,2LsHpAMrxdf2YdvjfeJGkn
Lifeforms,The Future Sound of London,3Hwil54mTI3K83ghQACiWs
My Kingdom,The Future Sound of London,7mB5AgvBYc6QasgzTxrugB
Cascade,The Future Sound of London,77FEFA9LABMYORSAI0gxqG
Papua New Guinea,The Future Sound of London,5zh23oMbATQlWbwEe5U0KG
Emerald and Stone,Brian Eno,6fymXW3eFHPmIOdDfnLXS4
Iced World,The KLF,
Six Degrees of Freedom,The KLF,
Madreviolo,Celer,
Rains Maintained,Celer,
Distant Like You,Celer,
Static,Tycho,
Awake,Tycho,5MhMXTuVODDF234VDvSxQx
A Walk,Tycho,0sQNqu37YQQSI3K0ueswyA
Coastal Brake,Tycho,20HjHq7TyFoLYVMHKZ3t1n
Glider,Tycho,1Tdztsar5OYy0c8ttXsdA2
Hours,Tycho,60cdK07Fkyj2Ss2Zj3pw9I
Adrift,Tycho,7opMWHCIy233rumjRqRfo7
Epilogue,Tycho,0FQEVywS3Q9lsYWkV1kEap
L (Original Mix),Agoria,
Emerald Rush,Jon Hopkins,5S3F5GL8LASIjPg2PMiU1Q
Singularity,Jon Hopkins,4oZ2Xkline6CvRDebjbi8Q
Immunity,Jon Hopkins,69TZeRi1BYt4J712MvrIHC
Abandon Window,Jon Hopkins,5BKp7nLEzAtazOxYla2sBr
Small Memory,Jon Hopkins,78kPi2sLwSmILgJXz7wQxg
Scene Suspended,Jon Hopkins,0AUBFe4HCHU01mKj8Wlf45
Vessel,Jon Hopkins,2KK87N80r99YquD4rfonFk
Breathe This Air,Jon Hopkins,2a1liMR4IUpRsPs9QLN9k1
The Swimmer,Philter,
Fog,Philter,
The Light She Brings,Philter,
Nightmare,Philter,
Clair de Lune,Claude Debussy,5u5aVJKjSMJr4zesMPz7bL
Pavane,Gabriel Faur?,0S5e4C06CMYnSwpcPe0gz0
Adagio for Strings,Samuel Barber,7nHvS6UUhz2gJhj8TIROLX
The Lark Ascending,Ralph Vaughan Williams,1TWh98jsdVDG7Uvdx2BxG3
Venus (The Planets),Gustav Holst,0kEBYD0sMCPtsfpwFLG9aj
Saturn (The Planets),Gustav Holst,6JN1TOTbij0lynXvKNUlFw
Neptune (The Planets),Gustav Holst,1MUMbwhbg0ym7jt6nTeXk8
Dream 1,Max Richter,1A8qD0Ygjzsby5OmXh1PTa
Dream 13,Max Richter,7GwO8RkgIDNEVov1qgZ04S
Path 19,Max Richter,0mP3l3i9aMmZgXc6l5MEKk
Cumulonimbus,Solar Fields,
Airglow,Solar Fields,
Blue Moon Station,Solar Fields,0BUuyxNvOxQkutfhzNzFba
Skyline,Solar Fields,
Rain Drops,Carbon Based Lifeforms,
Supersede,Carbon Based Lifeforms,7MZLPKriK0CMy6a0ovE1Ca
Held Together by Gravity,Carbon Based Lifeforms,5NCgLvT7V8FvzsNULmIbVn
MOS 6581,Carbon Based Lifeforms,3JpzqRcjxif901JZKAPLn6
Euphotic,Loscil,
Plume,Loscil,
Sickle,Loscil,
Endless Falls,Loscil,1tzXb0kRm7DA45EUen0TqM
Dripping Night,The War on Drugs,
Pyramid Song (Instrumental),Radiohead,
Treefingers,Radiohead,4LrfsgQ5AGouvH3PlxW2PC
Hunting Bears,Radiohead,3LpAIBGaRKXqgDzEV25Bh7
Everything in Its Right Place,Radiohead,2kRFrWaLWiKq48YYVdGcm8
Untitled 3 (Samskeyti),Sigur R?s,1QUiA9aecDOOnf32A9ZrtW
Untitled 1 (Vaka),Sigur R?s,1RoJwK5sJMzygW5OSO8v9X
Varuo,Sigur R?s,
Hoppipolla,Sigur R?s,6eTGxxQxiTFE6LfZHC33Wm
Svefn-g-englar,Sigur R?s,07eGxuz8bL6QMsRqEe1Adu
Staralfur,Sigur R?s,55gISxV37mffOW2DbSskT3
All Alright,Sigur R?s,0u2vn9lTw6nhFK315OrQtE
Ekki Mukk,Sigur R?s,36ZSqoEkEtH6s9FvVS9yNe
