song_name,artist_name,spotify_id
Songbird,Fleetwood Mac,2JoUtztTqCN4ZhmbRDGPIL
Operator (That's Not the Way It Feels),Jim Croce,4mQtXW0vrHC3oTkA1mQsb0
Time in a Bottle,Jim Croce,7uWFUpGuEfmxYeymkV95jn
I'll Have to Say I Love You in a Song,Jim Croce,7kWPh7dvoyJ0frnnZzxZPj
Cats in the Cradle,Harry Chapin,2obblQ6tcePeOEVJV6nEGD
Fire and Rain,James Taylor,4a08JFMdOAeLMFz9ov82E4
You've Got a Friend,James Taylor,6zV8IpLvw0tkRSVCFQJB1y
Carolina in My Mind,James Taylor,2T5Ch09nefwckOu5NQvjIk
Sweet Baby James,James Taylor,17PXXzOygMyXXUNLngVN5u
Copperline,James Taylor,0i1XtQ6hOET96dz5oG45zl
If You Could Read My Mind,Gordon Lightfoot,57ct8jKi6trntXiRV0NnXi
Sundown,Gordon Lightfoot,0SjnBEHZVXgCKvOrpvzL2k
The Wreck of the Edmund Fitzgerald,Gordon Lightfoot,536L9C0N7vhYdibCJx3cI2
Vincent,Don McLean,0VNzEY1G4GLqcNx5qaaTl6
American Pie,Don McLean,1fDsrQ23eTAVFElUMaf38X
Castles in the Air,Don McLean,5RSeCwyPtZckl0GNNj7Rv5
Cactus Tree,Joni Mitchell,0TUPxOcJc4R3PbWo8QwC3m
Carey,Joni Mitchell,11dUk8E2z8Oj1JURwl7GJd
Help Me,Joni Mitchell,0tVzXGFyNPusa1VkHmYDLd
Free Man in Paris,Joni Mitchell,2by5mqpQ1ZP2G5FOIccMnu
Universal Soldier,Donovan,5n1P2Io4AE1XbD6jqA9YKs
Catch the Wind,Donovan,505Pd7CPHoewIE3Io2EpWd
Colours,Donovan,5JP6wL89ZQf17N8FxVap9N
Sunshine Superman,Donovan,4RGxUjaCmVtD30pIhtEi7w
Mellow Yellow,Donovan,4cix9zymmhisLuM56RDcB7
Season of the Witch,Donovan,6MOEQCtAWNSCmvg3SFKF5y
Streets of London,Ralph McTell,2zwH1NlxBEpzVlvzXNHQso
City of New Orleans,Steve Goodman,6sQv6XMvSp0PB0cuuS6Dfz
Diamonds in the Rough,John Prine,2xJBxh7Akc6PUh5ao35cUf
Angel from Montgomery,John Prine,2qWKpYIleSvBT6aUMXoia5
Hello in There,John Prine,7IijX5DkLaf3G4qF6xDLYa
Sam Stone,John Prine,4BIej0swGWja46j5B7l4s1
Wildflowers,Tom Petty,2Pr1nZpt8A8WP7QYpyq6L3
Free Fallin' (Acoustic),Tom Petty,46zEuqFofiP4e3HnoAHg7V
Learning to Fly (Acoustic),Tom Petty,
Constant Craving,k.d. lang,0wCrg1LhgPcGMw51qqpI6k
Cruel Spell,Big Thief,
Paul,Big Thief,5CBqLg9XdeEHcknJX0fZIJ
Mary,Big Thief,67bAFRTpTgZU00FUUEhvKE
Mythological Beauty,Big Thief,3DM9c4wXXe0FBIBE6sgahF
Motion Sickness,Phoebe Bridgers,5xo8RrjJ9CVNrtRg2S3B1R
Garden Song,Phoebe Bridgers,5bIgzvxvlefRUCQK9JPocF
Kyoto (Acoustic),Phoebe Bridgers,1w2gRlZvcIkuJHYr9Y0cE4
Smoke Signals,Phoebe Bridgers,5w52BJAqGkV1ewaCVLmjhi
The Night We Met,Lord Huron,3hRV0jL3vUpRrcy398teAU
Ends of the Earth,Lord Huron,0iMt8ZMe2BsNvsF9LFDOAn
Fool for Love,Lord Huron,34pj71vgxTPZxpqXOLYL1I
She Lit a Fire,Lord Huron,45HL7sdHQP34lKIynwuU0x
Riptide,Vance Joy,2uXlHCUbq9OMUwx3hrk06o
Mess Is Mine,Vance Joy,6IJXxWAHTVORSyl7lT5pkY
Georgia,Vance Joy,5sfvzgf96i6nLyLELnrLZ6
Budapest,George Ezra,2ixsaeFioXJmMgkkbd4uj1
Cassy O',George Ezra,0KlUnDYTACNGFPFIUa3eZd
Blame It on Me,George Ezra,2vzMWO0T008m86yDnXwkII
Old Pine,Ben Howard,3CAX47TnPqTujLIQTw8nwI
Keep Your Head Up,Ben Howard,5fpEDGQX0Ah3utGnFYulQZ
The Fear,Ben Howard,17bpxYmEJLHVdptkxtjHbh
Only Love,Ben Howard,2uhEKg8kIzpdvz4gyy6x8W
Black Flies,Ben Howard,3JhNsyNQSyrsHcnFRHZN1e
Small Things,Ben Howard,5RySo0AAUR0reTHSCvb6HC
Dog Days Are Over (Acoustic),Florence + The Machine,3pRRYcXy3Z0PsAa8griSoF
Shake It Out (Acoustic),Florence + The Machine,4DHAPBFCJ6Y5xYwaaCEFqT
Cosmic Love,Florence + The Machine,1myEOhXztRxUVfaAEQiKkU
To Build a Home,The Cinematic Orchestra,54KFQB6N4pn926IUUYZGzK
Rivers and Roads,The Head and the Heart,4X6aeSW2bhlbm7YyEstj6Y
Lost in My Mind,The Head and the Heart,7ogLDY3Gbn2sDyMD4Hnw9c
Down in the Valley,The Head and the Heart,22OLKsm2UUUmLiB7L5P8dO
All I Want,Kodaline,0NlGoUyOJSuSHmngoibVAs
High Hopes,Kodaline,6KkyuDhrEhR5nJVKtv9mCf
The One,Kodaline,0My8NPmENHrN5W7OfgZnZJ
Broadripple is Burning,Margot & The Nuclear So and So's,3EIQofQf9NloNNmvg45MFE
Home,Edward Sharpe & The Magnetic Zeros,5m1x4QRgaKmK8cTkZQjGRr
40 Day Dream,Edward Sharpe & The Magnetic Zeros,7kAzt3TcptRtX8vd5deWd9
Man on Fire,Edward Sharpe & The Magnetic Zeros,0rg69E3wqGu7cGZCIkHvdS
First Day of My Life,Bright Eyes,0eBryM7ePQH3Klt3jz8xZd
Lua,Bright Eyes,6BqrPvrPOwpYkdLCgSqtVB
At the Bottom of Everything,Bright Eyes,39Mzqwp2PBwMy61CVTuLDl
Bowl of Oranges,Bright Eyes,6ZxiIHcQLbsoMXaJI95UNZ
New Slang,The Shins,0NslHuacjxQYfUTOW3HCIV
Simple Song,The Shins,48bo7uexDvAThcRDvEB2W7
Phantom Limb,The Shins,3NPiFBw3mA9qbJfo0nhk6X
Dirty Paws,Of Monsters and Men,5g7rJvWYVrloJZwKiShqlS
Little Talks,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B
Mountain Sound,Of Monsters and Men,3SPVZJzf1Hs30rB6yXVf2y
King and Lionheart,Of Monsters and Men,310d8Vawp5kYDYrGrrTAzl
Lakehouse,Of Monsters and Men,2TjLRCgnOwgNtmZ38OJ6pj
The Parting Glass,The High Kings,4OdhXJ8qx91NJLU8C69RG7
The Rocky Road to Dublin,The Dubliners,4DrRX2jjILN3EAmOgdJ4Qy
Molly Maguires,The Dubliners,2GcagodzWSmlFhMH9TVpXa
Whiskey in the Jar,The Dubliners,1UzofFX5AkfTDnwjcBkM4J
The Wild Rover,The Dubliners,6K9cjIloubdwJxwxrDcETI
Dirty Old Town,The Dubliners,2Q6x4K06XVU5mZ9K5lNFzh
Black Is the Colour,Christy Moore,5Y2Fwkw3aUU4VfAWXhHbfJ
Ride On,Christy Moore,4v7zlBmIQU4lszrokRt8yP
The Voyage,Christy Moore,1JAup72mnfPlwmAX3VeCTg
Fisherman's Blues,The Waterboys,6aWZmnIsIgwyeUIOmRGL5m
The Whole of the Moon,The Waterboys,1LzFh1VZ0FLeUesOFEuhyl
Raglan Road,The Dubliners,1ahYzmBVbrogM1bLR6StOz
Fields of Athenry,The Dubliners,17f7vVLfZlSvoCTE0cfcBG
Seven Drunken Nights,The Dubliners,0mBgPugbdJQCIAy0YMxG26
