song_name,artist_name,spotify_id
The Nights,Avicii,0ct6r3EGTcMLPtrXHDvVjc
Waiting For Love,Avicii,2P4OICZRVAQcYAV2JReRfj
Scary Monsters and Nice Sprites,Skrillex,5q8oybjZelukF4h0CzSUN9
Bangarang,Skrillex,6VRhkROS2SZHGlp0pxndbJ
First of the Year (Equinox),Skrillex,5i7fZq3chLyCHo3VeB6goD
Animals,Martin Garrix,0A9mHc7oYUoCECqByV8cQR
Don't Look Down,Martin Garrix,5M9jOReAKGZ2AttVefFjTY
Strobe,deadmau5,6c9EGVj5CaOeoKd9ecMW1U
Ghosts 'n' Stuff,deadmau5,4ua0IepBEISCWwF8dTJvcU
Raise Your Weapon,deadmau5,0F539Pcn7LDa2MbBhDe3Tw
Titanium,David Guetta,0TDLuuLlV54CkRRUOahJb4
When Love Takes Over,David Guetta,0GWGZA5mxo9nHuSyrj70uo
Memories,David Guetta,7fLzbEOBOae9lUnOwr7Tse
Sandstorm,Darude,6Sy9BUbgFse0n0LPA5lwy5
Satisfaction,Benny Benassi,0lwyzp7GppQxv0Eu6wRkUo
Insomnia,Faithless,65alEHNH6CrabO8o4dXPj7
God is a DJ,Faithless,1pUFYb9peWkK8m1WCKNRjp
Adagio for Strings,Ti?sto,
Red Lights,Ti?sto,
The Business,Ti?sto,
Lean On,Major Lazer,2e7s0oEzUoJtDSPtYJuVvD
Turn Down for What,DJ Snake,67awxiNHNyjMXhVgsHuIrs
Tsunami,DVBBS & Borgeous,0vZCG0H9KhtU7K8MEUVAoV
Spaceman,Hardwell,0T64SYe5jQTQq57E6d94N3
Don't You Worry Child,Swedish House Mafia,2V65y3PX4DkRhy1djlxd9p
Save the World,Swedish House Mafia,65hRZOQkVjmBdusz1N7aOv
Greyhound,Swedish House Mafia,0VffaI2jwQknRrxpECYHsF
One,Swedish House Mafia,1qZMPmpD1jDcOA7gZ6TCde
Clarity,Zedd,60wwxj6Dd9NJlirf84wr2c
Stay the Night,Zedd,4bT2zLVv2T4GiK9q9KtI0v
Spectrum,Zedd,1dFkD1JfRMzwO6hwUsE8aS
Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz
Alone,Alan Walker,3LlmKSHR3Rs0Y3KHQLAYDk
The Middle,Zedd,09IStsImFySgyp0pIQdqAc
Blue (Da Ba Dee),Eiffel 65,4GewRLEiI4BDTQsoH8BRVV
Better Off Alone,Alice Deejay,5XVjNRubJUW0iPhhSWpLCj
Children,Robert Miles,4wtR6HB3XekEengMX17cpc
L'Amour Toujours,Gigi D'Agostino,52LJ3hyknOijCrE5gCD0rE
Exploration of Space,Cosmic Gate,0P2sfcfRD0lWw4b8eXegmR
Traffic,Ti?sto,0CGxN0p13Clla3I4G2oZfA
Silence,Delerium ft. Sarah McLachlan,
In and Out of Love,Armin van Buuren,1FzbOPWCZiNxnLjAhY1jAR
This Is What It Feels Like,Armin van Buuren,4SJ7COqIqtQwDWgFqjTeRH
Blah Blah Blah,Armin van Buuren,1moFkZDqcjQNeXtyoanLHv
Saltwater,Chicane,7a1jKlij4hReZVlHNOuhai
For An Angel,Paul van Dyk,5JcZHbUi60uykbQNXPLoCG
Born Slippy (Nuxx),Underworld,7xQYVjs4wZNdCwO0EeAWMC
Cowgirl,Underworld,5nDndZX9lrYjAS4d1aWFxM
Windowlicker,Aphex Twin,409z4jUHpq7eIkg3N3FzZh
Come to Daddy,Aphex Twin,5H6cQ9QrYP23R6PALr1KCc
Praise You,Fatboy Slim,1FS21kclHQ2vVi3U1ZxETc
The Rockafeller Skank,Fatboy Slim,5AgCO3dc2kuSicCsw09YCA
Right Here Right Now,Fatboy Slim,5Sh9v7RwibuV34tdjscwx5
Weapon of Choice,Fatboy Slim,1sooHNTnK4CAn7HLTU3Q59
D.A.N.C.E.,Justice,33yAEqzKXexYM3WlOYtTfQ
Genesis,Justice,4wSmqFg31t6LsQWtzYAJob
Waters of Nazareth,Justice,0WGLjl3EIjf9MjJFJ90yX9
Midnight City,M83,6GyFP1nfCDB8lbD2bG0Hq9
Intro,The XX,2usrT8QIbIk9y0NEtQwS4j
Sunset,The Midnight,6mB9A9YLbY4jxpKX5EYAnT
Nightcall,Kavinsky,0U0ldCRmgCqhVvD6ksG63j
Pacific Coast Highway,Kavinsky,5GDzL9A3IihC8zm00RlH6Q
The Power of Love,Frankie Goes to Hollywood,1GbyYL0B0Mjn3kSbrEwKKI
Blue Monday,New Order,6hHc7Pks7wtBIW8Z6A0iFq
Bizarre Love Triangle,New Order,28qfj544k6pDavkWkyzvWz
Enjoy the Silence,Depeche Mode,0yp3TvJNlG50Q4tAHWNCRm
Personal Jesus,Depeche Mode,4UCTgh5jvtqoaMX6MAhUNn
Strangelove,Depeche Mode,6ZCyDN2ArlWB4GKAj644Cd
The Model,Kraftwerk,1FL9DHDSED6lxNMDJUJQvB
Autobahn,Kraftwerk,7e2ExzCUgjOntmlZCTDSWk
Trans-Europe Express,Kraftwerk,3UjH6apk0ogZeIqhHbjrRU
Pocket Calculator,Kraftwerk,4xa1gzSKd6ihtVGd8dWs69
True Sorry,Ibrahim Maalouf,5EzGOkUwkRUXYAyvjlEHah
Rose Rouge,St Germain,1divptdjcWXvF1aflfTQnw
Lady (Hear Me Tonight),Modjo,49X0LAl6faAusYq02PRAY6
Music Sounds Better with You,Stardust,1mv4lh1rW1K6xhxhJmEezy
Sun Is Shining,Bob Marley vs Funkstar De Luxe,
Pjanoo,Eric Prydz,0F2BxpbxH8Yc3pLub48hrb
Call on Me,Eric Prydz,1xNcBAoUw8Hz6LqK2jt4Ff
Opus,Eric Prydz,3v2oAQomhOcYCPPHafS3KV
Inspector Norse,Todd Terje,1NHd4UVxT5d5EGYzlDq17T
Running Up That Hill,Kate Bush (Tiesto Remix),
Innerbloom,R?f?s Du Sol,6CGMZijOAZvTXG21T8t6R0
On My Knees,R?f?s Du Sol,2ouFrmMwYik8nQX2n9SeZu
Underwater,R?f?s Du Sol,5ZvHcR4OSwvEV5IhigbTOT
Glue,Bicep,2aJDlirz6v2a4HREki98cP
Apricots,Bicep,0WfOuXw05LJq4ik1lVvTzi
Cola,CamelPhat,0aL5jEWqfIwNDB3tdzyzH4
Panic Room,Au/Ra & CamelPhat,1TXve3UE4Fl4I44VsiDJEJ
Losing It,Fisher,6ho0GyrWZN3mhi9zVRW7xi
You Little Beauty,Fisher,1gRQxbfL4ULWyTosgXSbWT
Turn on the Lights again..,Fred again..,4ptnQ0kQnN1U1Ig8TSslj6
Delilah (pull me out of this),Fred again..,5w9upngVRHNjdZcRC7Xxr2
Jungle,Fred again..,31B7wLv4yvtjDoTTmbnxeE
Marea (We’ve Lost Dancing),Fred again..,5Z8Dj3LtbyCMiwE86rhg2f
Deep End,John Summit,35xZCFGrXkz6KsfOmUMJGz
Where You Are,John Summit,3pUz2qJe5nqZemi3hhIxMk
Looking at Your Pager,KH,0y6CoVW1ZSBqRmPbyfhFQs
Words,Alesso,1bgKMxPQU7JIZEhNsM1vFs
Heroes (we could be),Alesso,3zU9rdflI65tK4dkkNSp77
Calling (Lose My Mind),Sebastian Ingrosso & Alesso,1trC8L8YpawkU553ymy2zC
If I Lose Myself,OneRepublic vs Alesso,3ScJy88F8KqGDfWu8XJhHx
Tarantula,Pendulum,0G7qyvqwjfMdHZn4RwiAdf
Propane Nightmares,Pendulum,6tC2iHfUlzB2W4ntXXL2BH
Watercolour,Pendulum,5ami95W9OOWQPwrBb5tud5
Witchcraft,Pendulum,4Y2glvLjQGOb4dXnwm1hQf
Slam,Pendulum,5cw39FV9eXL3IuLxwpG8Z1
Gold Dust,DJ Fresh,3uIGef7OSXkFdqxjFWn2o6
Afterglow,Wilkinson,6LW3Z1GqbL78TIjfDyg4zp
Solarize,Wilkinson,
Original Nuttah,UK Apache & Shy FX,7CiZj5S4E5FVboR0yLVLzc
Tour,Macky Gee,1Mze7crzF9BWo82DiAsmjj
Mr. Happy,DJ Hazard,2vg5YDfcWlj4eK6wPPeCyu
Circles,Adam F,3XM2ormuVHvn3tQvTQoy3J
Inner City Life,Goldie,4TOIdyhxz1xgAlrrz2HHhT
Brown Paper Bag,Roni Size,3ZQs8RHO3lPZoUwpavPENL
Promises,Nero,4UZifG6wVTl3dFIeHKLi8y
Cracks,Freestylers (Flux Pavilion Remix),2grynUHH0A3faPhGjdkjeJ
I Can't Stop,Flux Pavilion,5WSL7UTa38jMWoBzObD4BD
Bass Cannon,Flux Pavilion,3t8PuxPO2Z3Ld0g9jfOzsd
Cinema,Benny Benassi (Skrillex Remix),6jNM6fKx3WnyHbWBI9hs2r
Kyoto,Skrillex,3FUZpoj9VV0sgc8RqbS3xQ
Eyes on Fire,Zeds Dead,3Oiauiojgokw9vWQvFmEoI
Railgun,Noisia,
Could This Be,Noisia,4xMmihhxHdFwf8FCvlZJB0
Tommy's Theme,Noisia,2Atzk0W2RHeZw2oIiaBubK
Stigma,Noisia,3Lj3XBrPWPvzZbb4Vn66dV
Bonfire,Knife Party,0QIYINh2AwmOmdu8CRYvlw
Internet Friends,Knife Party,5qFL2uwfnGU8FccwLMgPNQ
Centipede,Knife Party,0u2AIKDVafHwCFQ9LDnqxH
Fire Hive,Knife Party,1DcwvDcBKeATLX85CKbHFM
Rattle,Bingo Players,3uXzBSx2eMKRTEP46SZ2fC
Gecko,Oliver Heldens,483XiZ5o13Cc1zoWV7jGml
Last All Night (Koala),Oliver Heldens,14V2TpHCCJJdjmuONXQzLO
C.H.E.E.S.E.,ARTBAT,
Return to Oz,ARTBAT,0gwNGHcBRYtF7mvgUczVo1
Horizon,ARTBAT,7Mqdzo9NcZLUwTAoyV2AeE
Atlas,ARTBAT,0wAjyJZGgj69Z6qFbjctx3
Keep Control,ARTBAT,5RRW8mTdeutSNYSmV4om5C
Papillon,Editors (Ti?sto Remix),
Eple,R?yksopp,
What Else Is There?,R?yksopp,
Happy Up There,R?yksopp,
Days Go By,Dirty Vegas,3POeP7JhwS1HljSN3Lfvgc
Days to Come,Bonobo,1mRTSIs40qa2L7omBzQd1u
Cirrus,Bonobo,2lJ4d8MCT6ZlDRHKJ1br14
Kiara,Bonobo,7sqii6BhIDpJChYpU3WjwS
Migration,Bonobo,61g7oQKm8DFEL7r2g9LS8x
Ghostwriter,RJD2,5Nn2Dj7OQsGL6pgQ9iIzPp
The Rat,The Walkmen,2YIOkqKgg3jZEFoL5qcEPT
Professional Widow,Armand Van Helden,0MT7RXj7XwkyvA0e05fgo6
U Don't Know Me,Armand Van Helden,0TN9m8rp3ZuNi4JwCKSans
My My My,Armand Van Helden,653rxW1E7V52QWh6a7oIdS
Barbra Streisand,Duck Sauce,782lNGn2rEHVn8JomdtRA7
Big Bad Wolf,Duck Sauce,6mLugZhBTOy2wqhsOQaV1g
A Bit Patchy,Switch,0GUpNPgynHE3YO3epQFZqY
Exceeder,Mason,0whmIaItqkT8e5PVuPyhvT
Body Language,M.A.N.D.Y. vs Booka Shade,1Y53joqkVAiFla2n2tS1wT
The Man with the Red Face,Laurent Garnier,3FwsjsakjJkeLotPOGIr7s
Man on the Moon,Alan Walker,0zqBZqm5czQ3A4EoSdKFHj
Alone,Marshmello,3MEYFivt6bilQ9q9mFWZ4g
Happier,Marshmello,7BqHUALzNBTanL6OvsqmC1
Friends,Marshmello,1wIyr1y5wiWqo7nqbxHpWt
Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU
Wake Up,Kaytranada,
Be Your Girl,Teedra Moses (Kaytranada Remix),3zp3Mq8krAb1067UL94zJq
Glowed Up,Kaytranada,4v20N4W83XDJORt7WCedII
Lite Spots,Kaytranada,3Fc7k96EGOGiJBMZUxbpq7
Thinking About You,Calvin Harris,1KtD0xaLAikgIt5tPbteZQ
Summer,Calvin Harris,6YUTL4dYpB9xZO5qExPf05
Feel So Close,Calvin Harris,1gihuPhrLraKYrJMAEONyc
Under Control,Calvin Harris,4J7CKHCF3mdL4diUsmW8lq
Blame,Calvin Harris,07nH4ifBxUB4lZcsf44Brn
How Deep Is Your Love,Calvin Harris,4slBllHFZYlpg3IjeX5CBl
One Kiss,Calvin Harris & Dua Lipa,7ef4DlsgrMEH11cDZd32M6
